PROMPT,ASW_A_and_H_Drywall_0E794834-3324-4B2B-9139-C4D2ABFC21CF.xml,ASW_Arkel_Constructors_LLC_666D03EE-ED12-4DB5-8C02-F31D2254A4C9.xml,ASW_Boltex_Manufacturing_C5E495FF-CC7F-499A-BEFA-2600787D7EF9.xml,ASW_Challenger_Growth_Equities_AB262040-FD79-4A32-B88F-A7B3A9A62BB7.xml,ASW_Chamberlin_Central_Service_2FA1D8CB-61DA-4FAF-B045-BAD99335510A.xml,ASW_D_and_J_Construction_36B9E4FD-5399-425D-A348-D690D3826A3F.xml,"ASW_Gulf_Safety_Products,_Inc_D4F37D0A-E964-4606-BCFD-1329AB66FB98.xml",ASW_Heggem-Lundquist_F27AF482-3F6D-4102-9144-29C13FF7E856.xml,"ASW_Highway_Graphics,_LLC._210AC5A1-87A1-4041-99D7-4E53BB2DCB3E.xml","ASW_Huval_And_Associates,_Inc._E21FF117-0F75-41D3-8996-8E4D71F41468.xml",ASW_J_B_James_Construction_A6261543-43E9-43BA-A5EF-CFA4883662F3.xml,ASW_Letsos_Company_961F6159-AFC2-4424-8580-78724531D617.xml,"ASW_Lincoln_Builders,_Inc._72CCAF54-6B9E-402A-BE9E-2F1860135056.xml",ASW_McConaughy_and_Sarkissian_6FD263B8-6D5F-4408-8DDB-623AD7EDB522.xml,ASW_McCullough_Consulting_LLC_5C807A43-B477-4496-A8C0-D16F0666D5BC.xml,"ASW_Nemmer_Electric,_Inc_E3C5E877-2A89-48D1-AD99-A5D9C1DCA23A.xml",ASW_Phylway_Construction_LLC_E4FC90B5-B8BD-41C8-8434-F6CEAAF99D92.xml,"ASW_Prairie_Contractors,_L.L.C_C96E2335-DB38-498E-9BAD-C1D07982ABF9.xml","ASW_Raven_Mechanical,_LP_6D83D5C2-E513-4A91-BE3D-5FD92D79B60F.xml","ASW_River_City_Ready_Mix,_LLC_AA5D5983-0666-4378-8530-908FDE1DEF3D.xml",ASW_Service_Contracting_5BEC82CC-C353-47FB-AD4C-8486E39FC620.xml,ASW_Shipman_Building_Service_9948EA37-6446-4602-8BD2-5541188E8170.xml,"ASW_Sprint_Transport,_LLC_56ABB34D-E843-4FA0-A775-CAD29136FD00.xml",ASW_The_Art_of_Concrete_2CF95C3D-6436-40FF-8D1C-22D7E2E35551.xml,ASW_W.L._Bass_Construction_5E959B2C-B5F7-4219-B9D8-65CA63D980DD.xml
What is percentage for employer contribution?,What is percentage for employer contribution?:,,,What is percentage for employer contribution?:,What is percentage for employer contribution?:,,What is percentage for employer contribution?:,,,,,,,,What is percentage for employer contribution?:,,,,What is percentage for employer contribution?:,,What is percentage for employer contribution?:,,,,What is percentage for employer contribution?:
"Up to what percentage of compensation? (Percentage is inclusive of percentage provided in prior tier) Example: 1st tier: 100% up to 3% compensation, 2nd tier: 50% up to 5% compensation",2nd tier: 50% up to 5% compensation,,,2nd tier: 50% up to 5% compensation,2nd tier: 50% up to 5% compensation,,2nd tier: 50% up to 5% compensation,,,,,,,,2nd tier: 50% up to 5% compensation,,,,2nd tier: 50% up to 5% compensation,,2nd tier: 50% up to 5% compensation,,,,2nd tier: 50% up to 5% compensation
Does match formula contain another tier?,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes
What is percentage for employer contribution?,What is percentage for employer contribution?:,,,What is percentage for employer contribution?:,What is percentage for employer contribution?:,,What is percentage for employer contribution?:,,,,,,,,What is percentage for employer contribution?:,,,,What is percentage for employer contribution?:,,What is percentage for employer contribution?:,,,,What is percentage for employer contribution?:
"Up to what percentage of compensation? (Percentage is inclusive of percentage provided in prior tier) Example: 1st tier: 100% up to 3% compensation, 2nd tier: 50% up to 5% compensation",2nd tier: 50% up to 5% compensation,,,2nd tier: 50% up to 5% compensation,2nd tier: 50% up to 5% compensation,,2nd tier: 50% up to 5% compensation,,,,,,,,2nd tier: 50% up to 5% compensation,,,,2nd tier: 50% up to 5% compensation,,2nd tier: 50% up to 5% compensation,,,,2nd tier: 50% up to 5% compensation
Does plan impose a maximum limit outside of IRS plan limits on either the compensation used to calculate the contribution or limit the total match contribution?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Plan imposed limit?,Match,Match,Match,Match,Match,Match,Match,Plan imposed limit?:,Match,Match,Match,Match,Match,Plan imposed limit?:,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
What time period does limit apply?,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually
What is the compensation or match contribution Dollar limit?,,,,,,,,,,,,,,,,,,,,,,,,,
Which money type will this employer contribution be deposited into?,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Match,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Match,Match,Match,Match,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Match,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Match,Match,Which money type will this employer contribution be deposited into?:
Select the money type(s) that will be matched,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Match,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Match,Match,Match,Match,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Match,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Match,Match,Select the money type(s) that will be matched:
"Is the profit sharing allocation formula a pro rata (uniform %)? If no, notify your Conversion Specialist",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
How often is the Profit Sharing contribution made?,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually
Up to what percentage of compensation?,4,Up to what percentage of compensation?,,Four (4),4,Up to what percentage of compensation?,Four (4),,Up to what percentage of compensation?,,,,,,Six (6),Up to what percentage of compensation?,,Up to what percentage of compensation?,Four (4),Up to what percentage of compensation?,Four (4),Up to what percentage of compensation?,,,Four (4)
Does plan impose a maximum limit outside of IRS plan limits on either the compensation used to calculate the contribution or limit the total profit sharing contribution?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Plan imposed limit?,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Plan imposed limit?:,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Plan imposed limit?:,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum
What time period does limit apply?,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually
What is the compensation or profit sharing contribution maximum?,,,,,,,,,,,,,,,,,,,,,,,,,
How often are safe harbor match contributions made?,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually
What percentage of deferral does employer match?,100,What is percentage for employer contribution?:,,One Hundred (100),100,What is percentage for employer contribution?:,One Hundred (100),,What is percentage for employer contribution?:,,,,,,One Hundred (100),What is percentage for employer contribution?:,,What is percentage for employer contribution?:,One Hundred (100),What is percentage for employer contribution?:,One Hundred (100),What is percentage for employer contribution?:,,,One Hundred (100)
Up to what percentage of compensation?,4,Up to what percentage of compensation?,,Four (4),4,Up to what percentage of compensation?,Four (4),,Up to what percentage of compensation?,,,,,,Six (6),Up to what percentage of compensation?,,Up to what percentage of compensation?,Four (4),Up to what percentage of compensation?,Four (4),Up to what percentage of compensation?,,,Four (4)
Does match formula contain another tier?,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes
What is percentage for employer contribution?,What is percentage for employer contribution?:,,,What is percentage for employer contribution?:,What is percentage for employer contribution?:,,What is percentage for employer contribution?:,,,,,,,,What is percentage for employer contribution?:,,,,What is percentage for employer contribution?:,,What is percentage for employer contribution?:,,,,What is percentage for employer contribution?:
"Up to what percentage of compensation? (Percentage is inclusive of percentage provided in prior tier) Example: 1st tier: 100% up to 3% compensation, 2nd tier: 50% up to 5% compensation",2nd tier: 50% up to 5% compensation,,,2nd tier: 50% up to 5% compensation,2nd tier: 50% up to 5% compensation,,2nd tier: 50% up to 5% compensation,,,,,,,,2nd tier: 50% up to 5% compensation,,,,2nd tier: 50% up to 5% compensation,,2nd tier: 50% up to 5% compensation,,,,2nd tier: 50% up to 5% compensation
Does match formula contain another tier?,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes
What is percentage for employer contribution?,What is percentage for employer contribution?:,,,What is percentage for employer contribution?:,What is percentage for employer contribution?:,,What is percentage for employer contribution?:,,,,,,,,What is percentage for employer contribution?:,,,,What is percentage for employer contribution?:,,What is percentage for employer contribution?:,,,,What is percentage for employer contribution?:
"Up to what percentage of compensation? (Percentage is inclusive of percentage provided in prior tier) Example: 1st tier: 100% up to 3% compensation, 2nd tier: 50% up to 5% compensation",2nd tier: 50% up to 5% compensation,,,2nd tier: 50% up to 5% compensation,2nd tier: 50% up to 5% compensation,,2nd tier: 50% up to 5% compensation,,,,,,,,2nd tier: 50% up to 5% compensation,,,,2nd tier: 50% up to 5% compensation,,2nd tier: 50% up to 5% compensation,,,,2nd tier: 50% up to 5% compensation
Does plan impose a maximum limit outside of IRS plan limits on either the compensation used to calculate the contribution or limit the total safe harbor non-elective match contribution?,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Plan imposed limit?,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Plan imposed limit?:,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Plan imposed limit?:,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum,Employer Contribution Maximum
What time period does limit apply?,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually
What is the compensation or safe harbor contribution maximum?,,,,,,,,What is the compensation or safe harbor contribution maximum?:,,,,,,What is the compensation or safe harbor contribution maximum?:,,,,,,,,,,,
Which money type will this employer contribution be deposited into?,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,,,,,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,Which money type will this employer contribution be deposited into?:,,,Which money type will this employer contribution be deposited into?:
Select the money type(s) that will be matched,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,,,,,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,Select the money type(s) that will be matched:,,,Select the money type(s) that will be matched:
How often are safe harbor non-elective contributions made?,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually
"Up to what percentage of compensation (If wait and see election applies, enter the lowest percentage)?",,,,,,,,enter the lowest percentage)?:,,,,,,enter the lowest percentage)?:,,,,,,,,,,,
Does plan impose a maximum limit on either the compensation used to calculate the contribution or limit the total safe harbor non-elective contribution amount?,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Plan imposed limit?,,,,,,,,Plan imposed limit?:,,,,,,Plan imposed limit?:,,,,,,,,,,,
What time period does limit apply?,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually
What is the compensation or safe harbor contribution maximum?,,,,,,,,What is the compensation or safe harbor contribution maximum?:,,,,,,What is the compensation or safe harbor contribution maximum?:,,,,,,,,,,,
Has plan elected to have Empower generate safe harbor notices?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Has plan elected to have Empower mail initial safe harbor notices?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Has plan elected to have Empower mail annual safe harbor notices?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
What is the Plan&#39s normal retirement age?,,,,,,,,,,,,,,,,,,,,,,,,,
Does the Plan have a Normal Retirement years of service requirement?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Does the plan impose a Years of Participation requirement in addition to meeting the Normal Retirement Age?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
How many Years of Participation are required by the Plan?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Does the Plan have an early retirement age?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
What is the Plan&#39s early retirement age,,,,,,,,,,,,,,,,,,,,,,,,,
Does the plan have an early retirement years of service requirement?,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Does the plan have a early retirement years of participation requirement?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
How many Years of Participation are required by the Plan?,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options,1-5 are the options
Does the plan allow for In-Service Distributions (to include prior Rollovers and/or After Tax Distributions at any time)?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
Prior Rollovers and/or After Tax distributions at any time ?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Provide money types eligible for distribution at any time,,,,,,,,,,,,,,,,,,,,,,,,,
59.5 Allowed?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Eligible Money Types available for distribution at age 59.5,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2,59 1/2
Is 100% Vesting required for Employer Monies?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Select sources subject to 100% vesting <br>(excluding any sources that have an Immediate Vesting schedule for distribution at age 59.5),"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)",59 1/2,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1-25 (0=0, 1=25, 2=50, 3=75, 4=100)",59 1/2,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)",59 1/2,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)",59 1/2,"Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)",59 1/2
Hardship Withdrawals?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Please provide the Hardship Method,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor
Does the plan include earnings on amounts attributable to Elective Deferrals for Hardship withdrawals?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Eligible Money Types available for Hardship,All,All,All,All,All,All,All,All,All,All,All,All,All,All,All,All,All,,All,All,All,All,All,All,All
Is 100% Vesting required for Employer Monies?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Select sources subject to 100% vesting <br>(excluding any sources that have an Immediate Vesting schedule) for hardship,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)",,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","1-25 (0=0, 1=25, 2=50, 3=75, 4=100)",,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)",,"2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)",,"Cliff 3 (0=0, 1=0, 2=0, 3=100)","2-20 (0=0, 1=0, 2=20, 3=40, 4=60, 5=80, 6=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)","20/Yr (0=0, 1=20, 2=40, 3=60, 4=80, 5=100)",
Disability distributions allowed?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No
Eligible Money Types available for Disability,All,All,All,All,All,All,All,,All,All,All,All,All,All,,,All,,All,,,All,All,,
Is 100% Vesting required for Employer Monies?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,,,Provide Disability Money Types subject to Vesting,,Provide Disability Money Types subject to Vesting,,,Provide Disability Money Types subject to Vesting,Provide Disability Money Types subject to Vesting,,
Do plan provisions contain a HEART provision?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Does plan allow for Deemed Severance Distributions?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Does plan allow for Qualified Reservist Distributions?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
In-service Withdrawals permitted at an age other than 59.5 including Normal or Early Retirement Age?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Normal Retirement Age?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Eligible Money Types available for Normal Retirement Age,,,,,,,,,,,,,,,,,,,,,,,,,
In-Service Early Retirement Age?,,,,,,,,,,,,,,,,,,,,,,,,,
Eligible Money Types available for Early Retirement Age,,,,,,,,,,,,,,,,,,,,,,,,,
Are In-Service distributions available at an age other than 59.5?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
At what Age?,,,,,,,,,,,,,,,,,,,,,,,,,
And how many Months?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eligible Money Types available for distribution at an age other than 59.5,,,,,,,,,,,,,,,,,,,,,,,,,
Is 100% Vesting required for Employer Monies?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Provide Money Types subject to Vesting,,,,,,,,,,,,,,,,,,,,,,,,,
Are there any other In-service withdrawal options permitted?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Provide the details of other In-service withdrawal options,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip,If N - skip
Does the Plan allow for involuntary distributions of terminated participants with deminimus vested balances?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Does the Plan require spousal consent on distributions?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Does Spousal Consent/QJSA apply to the entire plan or only to specific money sources?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Indicate Money Sources subject to Spousal Consent/QJSA,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types,If money sources is selected for 7230/20 - enter applicable money types
